,all_intra,intra_dmax,all_inter,inter_dmin_nn
961,,,0.14234234234234233,
962,,,0.14220183486238533,
963,,,0.15902140672782875,
964,,,0.15118110236220472,
965,,,0.178743961352657,
966,,,0.1172566371681416,
967,,,0.15137614678899083,
968,,,0.154434250764526,
969,,,0.14594594594594595,
970,,,0.13302752293577982,
971,,,0.13858267716535433,
972,,,0.143317230273752,
973,,,0.1084070796460177,
974,,,0.13914373088685014,
975,,,0.1529051987767584,
976,,,0.1437308868501529,
977,,,0.13153153153153152,
978,,,0.14645669291338584,
979,,,0.15136876006441224,
980,,,0.1172566371681416,
981,,,0.14067278287461774,
982,,,0.13914373088685014,
983,,,0.16055045871559634,
984,,,0.13153153153153152,
985,,,0.14653784219001612,
986,,,0.09070796460176991,
987,,,0.12283464566929134,
988,,,0.08661417322834646,
989,,,0.15275590551181104,
990,,,0.12972972972972974,
991,,,0.13053097345132744,
992,,,0.15136876006441224,
993,,,0.15136876006441224,
994,,,0.178743961352657,
995,,,0.14954954954954955,
996,,,0.10176991150442478,
997,,,0.08628318584070796,
998,,,0.11946902654867257,
999,,,0.09734513274336283,
1000,,,0.12844036697247707,
1001,,,0.1529051987767584,
1002,,,0.06666666666666667,
1003,,,0.1559633027522936,
1004,,,0.12252252252252252,
1005,,,0.14774774774774774,
